x1,y1,x2,y2,score
683.0980682373047,74.0,708.4178924560547,74.0,0.8141815662384033
0.0,74.0,0.0,74.0,0.8093509078025818
370.11165618896484,487.64315032958984,388.90933990478516,514.5907440185547,0.7481727600097656
116.27906799316406,121.44552612304688,155.48460960388184,150.05749607086182,0.6877803206443787
12.290691137313843,74.0,52.43168354034424,74.0,0.682778000831604
268.4442138671875,74.0,316.83271408081055,74.0,0.6774256825447083
0.0,529.0416564941406,0.0,556.4279403686523,0.6757184267044067
273.59716415405273,574.3670883178711,310.48498153686523,644.2951812744141,0.5749664306640625
60.889105796813965,572.3834838867188,88.02985191345215,596.7407455444336,0.570524275302887
399.17236328125,178.55148696899414,439.5068359375,220.45339965820312,0.5693385004997253
0.0,328.83421325683594,0.0,360.78930282592773,0.5136567950248718
0.0,357.0,0.0,357.0,0.647731363773346
675.6092834472656,357.0,700.4935455322266,357.0,0.6391922235488892
379.1581344604492,651.7807312011719,395.59383392333984,675.8784599304199,0.5716069936752319
241.4885139465332,788.7902374267578,281.6653251647949,819.3405838012695,0.5105600357055664
890.384334564209,357.0,932.8275718688965,357.0,0.5903160572052002
1257.8191604614258,570.6215782165527,1295.9213104248047,615.2578468322754,0.5766578912734985
1396.1451568603516,850.2563018798828,1425.2391662597656,889.3067092895508,0.5160129070281982
725.6664276123047,357.0,754.2020416259766,357.0,0.7569404244422913
80.48227310180664,357.0,118.75210762023926,357.0,0.739048182964325
510.2252197265625,790.5520935058594,534.5941162109375,824.3673629760742,0.6729671359062195
35.86505889892578,564.1198272705078,76.57338619232178,611.908504486084,0.6254082918167114
266.6194534301758,357.0,320.70247650146484,357.0,0.6089197993278503
239.7740936279297,603.790599822998,293.33139419555664,643.48193359375,0.6005587577819824
0.0,667.6863784790039,12.291291952133179,703.9842910766602,0.589705765247345
483.79749298095703,1168.3585662841797,528.288459777832,1215.9501190185547,0.5040376782417297
296.75825119018555,960.4407424926758,340.24791717529297,1042.6254577636719,0.5026603937149048
731.1317443847656,74.0,757.9972076416016,74.0,0.7315230965614319
73.44342231750488,74.0,109.17376518249512,74.0,0.7105895280838013
471.45896911621094,441.30045318603516,493.9370346069336,472.75423431396484,0.6459901928901672
70.99259853363037,309.3175926208496,107.69760131835938,352.1785011291504,0.6104195713996887
295.8184242248535,74.0,346.60533905029297,74.0,0.5822911858558655
266.8033218383789,464.7107162475586,319.53115463256836,503.7268295288086,0.5602955222129822
0.0,304.48688888549805,6.343151926994324,340.2360191345215,0.5494229197502136
176.0797119140625,357.0,213.1654167175293,357.0,0.6196975111961365
630.7060623168945,575.8843536376953,666.0391998291016,616.6537590026855,0.5953816175460815
554.6611404418945,883.7539215087891,579.7373199462891,918.4228439331055,0.5406311750411987
1337.206558227539,357.0,1366.8138732910156,357.0,0.6953883171081543
737.2153797149658,357.0,773.3515205383301,357.0,0.6825422644615173
1249.5277633666992,836.448356628418,1272.8486862182617,868.9100570678711,0.6112284660339355
862.3300590515137,586.7486686706543,912.2280540466309,624.1631240844727,0.5495079159736633
885.4096069335938,357.0,942.0287551879883,357.0,0.5401740670204163
712.4590482711792,687.1625442504883,740.4652729034424,721.7225952148438,0.5387927889823914
661.6953101158142,357.0,706.5831747055054,407.67511081695557,0.5342574119567871
771.2326812744141,357.0,792.6124572753906,357.0,0.7910966277122498
0.0,357.0,0.0,357.0,0.7654747366905212
343.75484466552734,635.071231842041,361.5513229370117,660.9898109436035,0.7040947079658508
34.68592166900635,357.0,66.30879402160645,357.0,0.6543750762939453
270.307674407959,357.0,310.618839263916,357.0,0.6488710641860962
60.39802551269531,628.107177734375,102.83146858215332,657.8963012695312,0.6356040239334106
0.0,667.839729309082,0.0,695.7670516967773,0.6280655264854431
310.2705764770508,1021.8627471923828,343.27510833740234,1083.8583679199219,0.5468116402626038
366.5488815307617,857.1517105102539,401.1063766479492,893.2936401367188,0.5228767395019531
719.453125,240.52896881103516,749.1426849365234,273.4192886352539,0.714741051197052
110.1785659790039,74.0,149.7423267364502,74.0,0.7046968340873718
490.0165557861328,432.4114456176758,515.2774047851562,467.18477630615234,0.6356729865074158
80.0839900970459,655.169548034668,116.76252365112305,698.5013427734375,0.5960319638252258
268.6659240722656,74.0,324.8776626586914,74.0,0.5633081197738647
383.9853286743164,541.9827499389648,444.7373580932617,588.560546875,0.5548019409179688
64.18055057525635,229.86874961853027,99.19249534606934,272.0126953125,0.5424586534500122
609.7453689575195,357.0,649.2192840576172,357.0,0.6690736413002014
199.74796295166016,357.0,245.8194351196289,357.0,0.6551668047904968
746.2856292724609,960.8600540161133,777.7968597412109,1002.6985473632812,0.5867448449134827
8.230865597724915,897.5912017822266,62.37298011779785,963.233024597168,0.5294245481491089
431.25179290771484,537.9797286987305,495.7169723510742,589.6014518737793,0.5169452428817749
263.8001823425293,357.0,339.99603271484375,357.0,0.5160468220710754
297.15808868408203,677.9088897705078,336.57238006591797,724.3701095581055,0.5065796375274658
1407.6483001708984,357.0,1427.863754272461,357.0,0.796188235282898
639.0,357.0,639.0,357.0,0.7784233689308167
893.6036338806152,513.5345191955566,909.927619934082,537.6720352172852,0.718250572681427
717.0651617050171,411.1978645324707,743.2990207672119,441.1429615020752,0.6824140548706055
879.0210762023926,357.0,917.085765838623,357.0,0.6557550430297852
745.0439205169678,795.30078125,787.5185718536377,825.5976791381836,0.6382026076316833
639.0,594.149772644043,639.0,622.684814453125,0.6273577809333801
846.8054618835449,1152.1210021972656,875.6823387145996,1181.2354583740234,0.5625775456428528
961.9487991333008,1111.5634460449219,996.0794296264648,1176.2865753173828,0.5425803661346436
724.5272827148438,357.0,750.5007934570312,357.0,0.7504713535308838
12.546049356460571,357.0,47.681002616882324,357.0,0.7302551865577698
448.38199615478516,713.8467712402344,470.2976989746094,744.7899551391602,0.6642438173294067
22.34187126159668,504.5511932373047,58.828721046447754,547.0562286376953,0.621618390083313
